name,BEDS code,district code,district,county code,county,NCES code
LINCOLN STREET ELEMENTARY SCHOOL,600101060004,600101,WAVERLY CSD,60,TIOGA,
WAVERLY MIDDLE SCHOOL,600101060005,600101,WAVERLY CSD,60,TIOGA,
WAVERLY HIGH SCHOOL,600101060006,600101,WAVERLY CSD,60,TIOGA,
WAVERLY CENTRAL SCHOOL DISTRICT,600101060000,600101,WAVERLY CSD,60,TIOGA,3630270
CANDOR ELEMENTARY SCHOOL,600301040003,600301,CANDOR CSD,60,TIOGA,
CANDOR CENTRAL SCHOOL DISTRICT,600301040000,600301,CANDOR CSD,60,TIOGA,3606420
CANDOR JUNIOR-SENIOR HIGH SCHOOL,600301040002,600301,CANDOR CSD,60,TIOGA,
NEWARK VALLEY MIDDLE SCHOOL,600402040001,600402,NEWARK VALLEY CSD,60,TIOGA,
NEWARK VALLEY CENTRAL SCHOOL DISTRICT,600402040000,600402,NEWARK VALLEY CSD,60,TIOGA,3620670
NEWARK VALLEY SENIOR HIGH SCHOOL,600402040004,600402,NEWARK VALLEY CSD,60,TIOGA,
NATHAN T HALL SCHOOL,600402040003,600402,NEWARK VALLEY CSD,60,TIOGA,
OWEGO ELEMENTARY SCHOOL,600601060002,600601,OWEGO-APALACHIN CSD,60,TIOGA,
APALACHIN ELEMENTARY SCHOOL,600601060001,600601,OWEGO-APALACHIN CSD,60,TIOGA,
OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,600601060000,600601,OWEGO-APALACHIN CSD,60,TIOGA,3622170
OWEGO FREE ACADEMY,600601060007,600601,OWEGO-APALACHIN CSD,60,TIOGA,
OWEGO-APALACHIN MIDDLE SCHOOL,600601060006,600601,OWEGO-APALACHIN CSD,60,TIOGA,
TIOGA COUNTY JAIL,600601950007,600601,OWEGO-APALACHIN CSD,60,TIOGA,
SPENCER-VAN ETTEN ELEMENTARY SCHOOL,600801040003,600801,SPENCER-VAN ETTEN CSD,7,CHEMUNG,
SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,600801040000,600801,SPENCER-VAN ETTEN CSD,60,TIOGA,3627750
SPENCER-VAN ETTEN MIDDLE SCHOOL,600801040001,600801,SPENCER-VAN ETTEN CSD,60,TIOGA,
SPENCER-VAN ETTEN HIGH SCHOOL,600801040002,600801,SPENCER-VAN ETTEN CSD,60,TIOGA,
TIOGA CENTRAL SCHOOL DISTRICT,600903040000,600903,TIOGA CSD,60,TIOGA,3628710
TIOGA SENIOR HIGH SCHOOL,600903040001,600903,TIOGA CSD,60,TIOGA,
TIOGA ELEMENTARY SCHOOL,600903040003,600903,TIOGA CSD,60,TIOGA,
TIOGA ELEMENTARY SCHOOL,600903040002,600903,TIOGA CSD,60,TIOGA,
TIOGA MIDDLE SCHOOL,600903040004,600903,TIOGA CSD,60,TIOGA,
FREEVILLE ELEMENTARY SCHOOL,610301060007,610301,DRYDEN CSD,61,TOMPKINS,
CASSAVANT ELEMENTARY SCHOOL,610301060006,610301,DRYDEN CSD,61,TOMPKINS,
DRYDEN ELEMENTARY SCHOOL,610301060001,610301,DRYDEN CSD,61,TOMPKINS,
DRYDEN MIDDLE SCHOOL,610301060008,610301,DRYDEN CSD,61,TOMPKINS,
DRYDEN HIGH SCHOOL,610301060003,610301,DRYDEN CSD,61,TOMPKINS,
DRYDEN CENTRAL SCHOOL DISTRICT,610301060000,610301,DRYDEN CSD,61,TOMPKINS,3609330
GEORGE JUNIOR REPUBLIC SCHOOL,610327020002,610301,DRYDEN CSD,61,TOMPKINS,
GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,610327020000,610327,GEORGE JUNIOR REPUBLIC UFSD,61,TOMPKINS,3615030
GROTON CENTRAL SCHOOL DISTRICT,610501040000,610501,GROTON CSD,61,TOMPKINS,3613020
GROTON JUNIOR/SENIOR HIGH SCHOOL,610501040001,610501,GROTON CSD,61,TOMPKINS,
GROTON ELEMENTARY SCHOOL,610501040002,610501,GROTON CSD,61,TOMPKINS,
GROTON MIDDLE SCHOOL,610501040003,610501,GROTON CSD,61,TOMPKINS,
SOUTH HILL SCHOOL,610600010012,610600,ITHACA CITY SD,61,TOMPKINS,
BOYNTON MIDDLE SCHOOL,610600010014,610600,ITHACA CITY SD,61,TOMPKINS,
BELLE SHERMAN SCHOOL,610600010001,610600,ITHACA CITY SD,61,TOMPKINS,
BEVERLY J MARTIN ELEMENTARY SCHOOL,610600010004,610600,ITHACA CITY SD,61,TOMPKINS,
LEHMAN ALTERNATIVE COMMUNITY SCHOOL,610600010019,610600,ITHACA CITY SD,61,TOMPKINS,
ITHACA CITY SCHOOL DISTRICT,610600010000,610600,ITHACA CITY SD,61,TOMPKINS,3615570
FALL CREEK ELEMENTARY SCHOOL,610600010008,610600,ITHACA CITY SD,61,TOMPKINS,
ITHACA SENIOR HIGH SCHOOL,610600010017,610600,ITHACA CITY SD,61,TOMPKINS,
MACCORMICK SECURE CENTER,610600977984,610600,ITHACA CITY SD,61,TOMPKINS,
CAYUGA HEIGHTS ELEMENTARY SCHOOL,610600010003,610600,ITHACA CITY SD,61,TOMPKINS,
CAROLINE ELEMENTARY SCHOOL,610600010002,610600,ITHACA CITY SD,61,TOMPKINS,
DEWITT MIDDLE SCHOOL,610600010015,610600,ITHACA CITY SD,61,TOMPKINS,
NORTHEAST SCHOOL,610600010011,610600,ITHACA CITY SD,61,TOMPKINS,
NEW ROOTS CHARTER SCHOOL,610600860944,610600,ITHACA CITY SD,61,TOMPKINS,3600990
ENFIELD SCHOOL,610600010007,610600,ITHACA CITY SD,61,TOMPKINS,
FINGER LAKES RESIDENTIAL CENTER,610801979416,610801,LANSING CSD,61,TOMPKINS,
LANSING HIGH SCHOOL,610801040002,610801,LANSING CSD,61,TOMPKINS,
RAYMOND C BUCKLEY ELEMENTARY SCHOOL,610801040001,610801,LANSING CSD,61,TOMPKINS,
LANSING MIDDLE SCHOOL,610801040003,610801,LANSING CSD,61,TOMPKINS,
LANSING CENTRAL SCHOOL DISTRICT,610801040000,610801,LANSING CSD,61,TOMPKINS,3616710
NEWFIELD ELEMENTARY SCHOOL,610901040002,610901,NEWFIELD CSD,61,TOMPKINS,
NEWFIELD SENIOR HIGH SCHOOL,610901040003,610901,NEWFIELD CSD,61,TOMPKINS,
NEWFIELD CENTRAL SCHOOL DISTRICT,610901040000,610901,NEWFIELD CSD,61,TOMPKINS,3620790
NEWFIELD MIDDLE SCHOOL,610901040004,610901,NEWFIELD CSD,61,TOMPKINS,
RUSSELL I DOIG MIDDLE SCHOOL,611001040001,611001,TRUMANSBURG CSD,61,TOMPKINS,
TRUMANSBURG CENTRAL SCHOOL DISTRICT,611001040000,611001,TRUMANSBURG CSD,61,TOMPKINS,3628980
CHARLES O DICKERSON HIGH SCHOOL,611001040002,611001,TRUMANSBURG CSD,61,TOMPKINS,
TRUMANSBURG ELEMENTARY SCHOOL,611001040003,611001,TRUMANSBURG CSD,61,TOMPKINS,
TOMPKINS-SENECA-TIOGA BOCES,619000000000,619000,BOCES TOMPKINS-SENECA-TIOGA,61,TOMPKINS,3680900
WEST PARK UNION FREE SCHOOL DISTRICT,620202020000,620202,WEST PARK UFSD,62,ULSTER,3630760
M CLIFFORD MILLER MIDDLE SCHOOL,620600010025,620600,KINGSTON CITY SD,62,ULSTER,
KINGSTON CITY SCHOOL DISTRICT,620600010000,620600,KINGSTON CITY SD,62,ULSTER,3616290
J WATSON BAILEY MIDDLE SCHOOL,620600010020,620600,KINGSTON CITY SD,62,ULSTER,
SOPHIE FINN SCHOOL,620600010002,620600,KINGSTON CITY SD,62,ULSTER,
ROBERT R GRAVES SCHOOL,620600010017,620600,KINGSTON CITY SD,62,ULSTER,
E R CROSBY ELEMENTARY SCHOOL,620600010015,620600,KINGSTON CITY SD,62,ULSTER,
GEORGE WASHINGTON SCHOOL,620600010012,620600,KINGSTON CITY SD,62,ULSTER,
ERNEST C MYER SCHOOL,620600010013,620600,KINGSTON CITY SD,62,ULSTER,
FRANK L MEAGHER SCHOOL,620600010016,620600,KINGSTON CITY SD,62,ULSTER,
ANNA DEVINE SCHOOL,620600010009,620600,KINGSTON CITY SD,62,ULSTER,
ZENA ELEMENTARY SCHOOL,620600010026,620600,KINGSTON CITY SD,62,ULSTER,
KINGSTON HIGH SCHOOL,620600010022,620600,KINGSTON CITY SD,62,ULSTER,
JOHN F KENNEDY SCHOOL,620600010014,620600,KINGSTON CITY SD,62,ULSTER,
HARRY L EDSON SCHOOL,620600010024,620600,KINGSTON CITY SD,62,ULSTER,
CHAMBERS SCHOOL,620600010011,620600,KINGSTON CITY SD,62,ULSTER,
HIGHLAND ELEMENTARY SCHOOL,620803040001,620803,HIGHLAND CSD,62,ULSTER,
WEST PARK SCHOOL,620202020001,620803,HIGHLAND CSD,62,ULSTER,
HIGHLAND MIDDLE SCHOOL,620803040003,620803,HIGHLAND CSD,62,ULSTER,
HIGHLAND CENTRAL SCHOOL DISTRICT,620803040000,620803,HIGHLAND CSD,62,ULSTER,3614400
HIGHLAND RESIDENTIAL CENTER,620803978221,620803,HIGHLAND CSD,62,ULSTER,
HIGHLAND HIGH SCHOOL,620803040002,620803,HIGHLAND CSD,62,ULSTER,
KERHONKSON ELEMENTARY SCHOOL,620901060003,620901,RONDOUT VALLEY CSD,62,ULSTER,
RONDOUT VALLEY MIDDLE SCHOOL,620901060006,620901,RONDOUT VALLEY CSD,62,ULSTER,
RONDOUT VALLEY INTERMEDIATE SCHOOL,620901060009,620901,RONDOUT VALLEY CSD,62,ULSTER,
RONDOUT VALLEY JUNIOR HIGH SCHOOL,620901060008,620901,RONDOUT VALLEY CSD,62,ULSTER,
ROSENDALE ELEMENTARY SCHOOL,620901060005,620901,RONDOUT VALLEY CSD,62,ULSTER,
RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,620901060000,620901,RONDOUT VALLEY CSD,62,ULSTER,3624960
RONDOUT VALLEY HIGH SCHOOL,620901060001,620901,RONDOUT VALLEY CSD,62,ULSTER,
MARBLETOWN ELEMENTARY SCHOOL,620901060002,620901,RONDOUT VALLEY CSD,62,ULSTER,
MIDDLE HOPE ELEMENTARY SCHOOL,621001060002,621001,MARLBORO CSD,62,ULSTER,
MARLBORO MIDDLE SCHOOL,621001060004,621001,MARLBORO CSD,62,ULSTER,
MARLBORO CENTRAL SCHOOL DISTRICT,621001060000,621001,MARLBORO CSD,62,ULSTER,3618570
MARLBORO ELEMENTARY SCHOOL,621001060001,621001,MARLBORO CSD,62,ULSTER,
MARLBORO CENTRAL HIGH SCHOOL,621001060005,621001,MARLBORO CSD,62,ULSTER,
MILTON ELEMENTARY SCHOOL,621001060003,621001,MARLBORO CSD,62,ULSTER,
MARLBORO ELEMENTARY SCHOOL,621001060006,621001,MARLBORO CSD,62,ULSTER,
NEW PALTZ SENIOR HIGH SCHOOL,621101060005,621101,NEW PALTZ CSD,62,ULSTER,
NEW PALTZ MIDDLE SCHOOL,621101060004,621101,NEW PALTZ CSD,62,ULSTER,
DUZINE SCHOOL,621101060001,621101,NEW PALTZ CSD,62,ULSTER,
NEW PALTZ CENTRAL SCHOOL DISTRICT,621101060000,621101,NEW PALTZ CSD,62,ULSTER,3620460
LENAPE ELEMENTARY SCHOOL,621101060002,621101,NEW PALTZ CSD,62,ULSTER,
ONTEORA HIGH SCHOOL,621201060005,621201,ONTEORA CSD,62,ULSTER,
ONTEORA CENTRAL SCHOOL DISTRICT,621201060000,621201,ONTEORA CSD,62,ULSTER,3621840
WOODSTOCK ELEMENTARY SCHOOL,621201060004,621201,ONTEORA CSD,62,ULSTER,
PHOENICIA ELEMENTARY SCHOOL,621201060002,621201,ONTEORA CSD,62,ULSTER,
REGINALD BENNETT ELEMENTARY SCHOOL,621201060001,621201,ONTEORA CSD,62,ULSTER,
ONTEORA MIDDLE SCHOOL,621201060006,621201,ONTEORA CSD,62,ULSTER,
CAHILL SCHOOL,621601060003,621601,SAUGERTIES CSD,62,ULSTER,
MORSE SCHOOL,621601060002,621601,SAUGERTIES CSD,62,ULSTER,
SAUGERTIES CENTRAL SCHOOL DISTRICT,621601060000,621601,SAUGERTIES CSD,62,ULSTER,3625800
RICCARDI ELEMENTARY SCHOOL,621601060001,621601,SAUGERTIES CSD,62,ULSTER,
MOUNT MARION ELEMENTARY SCHOOL,621601060004,621601,SAUGERTIES CSD,62,ULSTER,
SAUGERTIES JUNIOR HIGH SCHOOL,621601060005,621601,SAUGERTIES CSD,62,ULSTER,
SAUGERTIES SENIOR HIGH SCHOOL,621601060007,621601,SAUGERTIES CSD,62,ULSTER,
LEPTONDALE ELEMENTARY SCHOOL,621801060001,621801,WALLKILL CSD,44,ORANGE,
PLATTEKILL ELEMENTARY SCHOOL,621801060004,621801,WALLKILL CSD,62,ULSTER,
OSTRANDER ELEMENTARY SCHOOL,621801060003,621801,WALLKILL CSD,62,ULSTER,
WALLKILL SENIOR HIGH SCHOOL,621801060005,621801,WALLKILL CSD,62,ULSTER,
WALLKILL CENTRAL SCHOOL DISTRICT,621801060000,621801,WALLKILL CSD,62,ULSTER,3629790
JOHN G BORDEN MIDDLE SCHOOL,621801060006,621801,WALLKILL CSD,62,ULSTER,
ELLENVILLE ELEMENTARY SCHOOL,622002060002,622002,ELLENVILLE CSD,62,ULSTER,
ELLENVILLE CENTRAL SCHOOL DISTRICT,622002060000,622002,ELLENVILLE CSD,62,ULSTER,3610500
ELLENVILLE MIDDLE SCHOOL,622002060005,622002,ELLENVILLE CSD,62,ULSTER,
ELLENVILLE JUNIOR/SENIOR HIGH SCHOOL,622002060004,622002,ELLENVILLE CSD,62,ULSTER,
ULSTER BOCES,629000000000,629000,BOCES ULSTER,62,ULSTER,3680920
BOLTON CENTRAL SCHOOL,630101040001,630101,BOLTON CSD,63,WARREN,
BOLTON CENTRAL SCHOOL DISTRICT,630101040000,630101,BOLTON CSD,63,WARREN,3605010
NORTH WARREN CENTRAL SCHOOL,630202040001,630202,NORTH WARREN CSD,63,WARREN,
NORTH WARREN CENTRAL SCHOOL DISTRICT,630202040000,630202,NORTH WARREN CSD,63,WARREN,3616960
SANFORD STREET SCHOOL,630300010005,630300,GLENS FALLS CITY SD,63,WARREN,
GLENS FALLS CITY SCHOOL DISTRICT,630300010000,630300,GLENS FALLS CITY SD,63,WARREN,3612240
BIG CROSS STREET SCHOOL,630300010001,630300,GLENS FALLS CITY SD,63,WARREN,
GLENS FALLS SENIOR HIGH SCHOOL,630300010007,630300,GLENS FALLS CITY SD,63,WARREN,
KENSINGTON ROAD SCHOOL,630300010004,630300,GLENS FALLS CITY SD,63,WARREN,
JACKSON HEIGHTS SCHOOL,630300010003,630300,GLENS FALLS CITY SD,63,WARREN,
GLENS FALLS MIDDLE SCHOOL,630300010006,630300,GLENS FALLS CITY SD,63,WARREN,
JOHNSBURG CENTRAL SCHOOL DISTRICT,630601040000,630601,JOHNSBURG CSD,63,WARREN,3615870
JOHNSBURG CENTRAL SCHOOL,630601040001,630601,JOHNSBURG CSD,63,WARREN,
LAKE GEORGE JUNIOR-SENIOR HIGH SCHOOL,630701040003,630701,LAKE GEORGE CSD,63,WARREN,
LAKE GEORGE CENTRAL SCHOOL DISTRICT,630701040000,630701,LAKE GEORGE CSD,63,WARREN,3616470
LAKE GEORGE ELEMENTARY SCHOOL,630701040002,630701,LAKE GEORGE CSD,63,WARREN,
HADLEY-LUZERNE JUNIOR-SENIOR HIGH SCHOOL,630801040001,630801,HADLEY-LUZERNE CSD,63,WARREN,
STUART M TOWNSEND ELEMENTARY SCHOOL,630801040003,630801,HADLEY-LUZERNE CSD,63,WARREN,
HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,630801040000,630801,HADLEY-LUZERNE CSD,63,WARREN,3613110
HADLEY-LUZERNE ELEMENTARY SCHOOL,630801040002,630801,HADLEY-LUZERNE CSD,63,WARREN,
QUEENSBURY MIDDLE SCHOOL,630902030003,630902,QUEENSBURY UFSD,63,WARREN,
WILLIAM H BARTON INTERMEDIATE SCHOOL,630902030004,630902,QUEENSBURY UFSD,63,WARREN,
QUEENSBURY UNION FREE SCHOOL DISTRICT,630902030000,630902,QUEENSBURY UFSD,63,WARREN,3624030
QUEENSBURY ELEMENTARY SCHOOL,630902030001,630902,QUEENSBURY UFSD,63,WARREN,
QUEENSBURY SENIOR HIGH SCHOOL,630902030002,630902,QUEENSBURY UFSD,63,WARREN,
GLENS FALLS COMMON SCHOOL DISTRICT,630918080000,630918,GLENS FALLS COMN SD,63,WARREN,3602310
ABRAHAM WING SCHOOL,630918080001,630918,GLENS FALLS COMN SD,63,WARREN,
WARRENSBURG JUNIOR-SENIOR HIGH SCHOOL,631201040001,631201,WARRENSBURG CSD,63,WARREN,
WARRENSBURG ELEMENTARY SCHOOL,631201040002,631201,WARRENSBURG CSD,63,WARREN,
WARRENSBURG CENTRAL SCHOOL DISTRICT,631201040000,631201,WARRENSBURG CSD,63,WARREN,3629910
ARGYLE CENTRAL SCHOOL DISTRICT,640101040000,640101,ARGYLE CSD,64,WASHINGTON,3603210
ARGYLE JUNIOR/SENIOR HIGH SCHOOL,640101040001,640101,ARGYLE CSD,64,WASHINGTON,
ARGYLE ELEMENTARY SCHOOL,640101040002,640101,ARGYLE CSD,64,WASHINGTON,
FORT ANN CENTRAL SCHOOL DISTRICT,640502040000,640502,FORT ANN CSD,64,WASHINGTON,3611280
FORT ANN MIDDLE/HIGH SCHOOL,640502040001,640502,FORT ANN CSD,64,WASHINGTON,
FORT ANN ELEMENTARY SCHOOL,640502040002,640502,FORT ANN CSD,64,WASHINGTON,
FORT EDWARD SCHOOL,640601020001,640601,FORT EDWARD UFSD,64,WASHINGTON,
FORT EDWARD UNION FREE SCHOOL DISTRICT,640601020000,640601,FORT EDWARD UFSD,64,WASHINGTON,3611310
GRANVILLE CENTRAL SCHOOL DISTRICT,640701040000,640701,GRANVILLE CSD,64,WASHINGTON,3612450
GRANVILLE ELEMENTARY SCHOOL,640701040004,640701,GRANVILLE CSD,64,WASHINGTON,
GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,640701040003,640701,GRANVILLE CSD,64,WASHINGTON,
MARY J TANNER PRIMARY SCHOOL,640701040002,640701,GRANVILLE CSD,64,WASHINGTON,
GREENWICH JUNIOR-SENIOR HIGH SCHOOL,640801040002,640801,GREENWICH CSD,64,WASHINGTON,
GREENWICH ELEMENTARY SCHOOL,640801040003,640801,GREENWICH CSD,64,WASHINGTON,
GREENWICH CENTRAL SCHOOL DISTRICT,640801040000,640801,GREENWICH CSD,64,WASHINGTON,3612900
FLOYD HARWOOD ELEMENTARY SCHOOL,641001040002,641001,HARTFORD CSD,64,WASHINGTON,
HARTFORD MIDDLE/HIGH SCHOOL,641001040001,641001,HARTFORD CSD,64,WASHINGTON,
HARTFORD CENTRAL SCHOOL DISTRICT,641001040000,641001,HARTFORD CSD,64,WASHINGTON,3613830
HUDSON FALLS CENTRAL SCHOOL DISTRICT,641301060000,641301,HUDSON FALLS CSD,64,WASHINGTON,3614970
HUDSON FALLS HIGH SCHOOL,641301060001,641301,HUDSON FALLS CSD,64,WASHINGTON,
HUDSON FALLS MIDDLE SCHOOL,641301060002,641301,HUDSON FALLS CSD,64,WASHINGTON,
MARGARET MURPHY KINDERGARTEN CENTER,641301060003,641301,HUDSON FALLS CSD,64,WASHINGTON,
HUDSON FALLS INTERMEDIATE SCHOOL,641301060004,641301,HUDSON FALLS CSD,64,WASHINGTON,
HUDSON FALLS PRIMARY SCHOOL,641301060005,641301,HUDSON FALLS CSD,64,WASHINGTON,
WASHINGTON CO CORRECTIONAL FACILITY,641301950011,641301,HUDSON FALLS CSD,64,WASHINGTON,
PUTNAM CENTRAL SCHOOL DISTRICT,641401040000,641401,PUTNAM CSD,64,WASHINGTON,3623970
PUTNAM CENTRAL SCHOOL,641401040001,641401,PUTNAM CSD,64,WASHINGTON,
SALEM ELEMENTARY SCHOOL,641501040002,641501,SALEM CSD,64,WASHINGTON,
SALEM CENTRAL SCHOOL DISTRICT,641501040000,641501,SALEM CSD,64,WASHINGTON,3625470
SALEM HIGH SCHOOL,641501040001,641501,SALEM CSD,64,WASHINGTON,
CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,641610040003,641610,CAMBRIDGE CSD,64,WASHINGTON,
CAMBRIDGE ELEMENTARY SCHOOL,641610040002,641610,CAMBRIDGE CSD,64,WASHINGTON,
CAMBRIDGE CENTRAL SCHOOL DISTRICT,641610040000,641610,CAMBRIDGE CSD,64,WASHINGTON,3606210
WHITEHALL CENTRAL SCHOOL DISTRICT,641701060000,641701,WHITEHALL CSD,64,WASHINGTON,3631290
WHITEHALL JUNIOR-SENIOR HIGH SCHOOL,641701060002,641701,WHITEHALL CSD,64,WASHINGTON,
WHITEHALL ELEMENTARY SCHOOL,641701060001,641701,WHITEHALL CSD,64,WASHINGTON,
WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX BOCES,649000000000,649000,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,64,WASHINGTON,3680940
NEWARK CENTRAL SCHOOL DISTRICT,650101060000,650101,NEWARK CSD,65,WAYNE,3620640
NEWARK SENIOR HIGH SCHOOL,650101060006,650101,NEWARK CSD,65,WAYNE,
PERKINS ELEMENTARY SCHOOL,650101060001,650101,NEWARK CSD,65,WAYNE,
NEWARK MIDDLE SCHOOL,650101060005,650101,NEWARK CSD,65,WAYNE,
NORMAN R KELLEY INTERMEDIATE SCHOOL,650101060002,650101,NEWARK CSD,65,WAYNE,
LINCOLN ELEMENTARY SCHOOL,650101060003,650101,NEWARK CSD,65,WAYNE,
CLYDE-SAVANNAH ELEMENTARY SCHOOL,650301040002,650301,CLYDE-SAVANNAH CSD,65,WAYNE,
CLYDE-SAVANNAH HIGH SCHOOL,650301040003,650301,CLYDE-SAVANNAH CSD,65,WAYNE,
CLYDE-SAVANNAH JUNIOR HIGH SCHOOL,650301040004,650301,CLYDE-SAVANNAH CSD,65,WAYNE,
SAVANNAH ELEMENTARY SCHOOL,650301040001,650301,CLYDE-SAVANNAH CSD,65,WAYNE,
CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,650301040000,650301,CLYDE-SAVANNAH CSD,65,WAYNE,3607860
LYONS CENTRAL SCHOOL DISTRICT,650501040000,650501,LYONS CSD,65,WAYNE,3618030
LYONS ELEMENTARY SCHOOL,650501040001,650501,LYONS CSD,65,WAYNE,
LYONS MIDDLE SCHOOL,650501040003,650501,LYONS CSD,65,WAYNE,
LYONS SENIOR HIGH SCHOOL,650501040002,650501,LYONS CSD,65,WAYNE,
MARION ELEMENTARY SCHOOL,650701040001,650701,MARION CSD,65,WAYNE,
MARION JUNIOR-SENIOR HIGH SCHOOL,650701040002,650701,MARION CSD,65,WAYNE,
MARION CENTRAL SCHOOL DISTRICT,650701040000,650701,MARION CSD,65,WAYNE,3618540
FREEWILL ELEMENTARY SCHOOL,650801060006,650801,WAYNE CSD,65,WAYNE,
WAYNE CENTRAL MIDDLE SCHOOL,650801060005,650801,WAYNE CSD,65,WAYNE,
WAYNE SENIOR HIGH SCHOOL,650801060003,650801,WAYNE CSD,65,WAYNE,
WAYNE CENTRAL SCHOOL DISTRICT,650801060000,650801,WAYNE CSD,65,WAYNE,3630330
WAYNE CENTRAL ELEMENTARY SCHOOL,650801060001,650801,WAYNE CSD,65,WAYNE,
WAYNE CENTRAL PRIMARY SCHOOL,650801060004,650801,WAYNE CSD,65,WAYNE,
PALMYRA-MACEDON PRIMARY SCHOOL,650901060003,650901,PALMYRA-MACEDON CSD,65,WAYNE,
PALMYRA-MACEDON MIDDLE SCHOOL,650901060004,650901,PALMYRA-MACEDON CSD,65,WAYNE,
PALMYRA-MACEDON SENIOR HIGH SCHOOL,650901060001,650901,PALMYRA-MACEDON CSD,65,WAYNE,
PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,650901060000,650901,PALMYRA-MACEDON CSD,65,WAYNE,3622380
PALMYRA-MACEDON INTERMEDIATE SCHOOL,650901060002,650901,PALMYRA-MACEDON CSD,65,WAYNE,
RUBEN A CIRILLO HIGH SCHOOL,650902040001,650902,GANANDA CSD,65,WAYNE,
GANANDA CENTRAL SCHOOL DISTRICT,650902040000,650902,GANANDA CSD,65,WAYNE,3611740
GANANDA MIDDLE SCHOOL,650902040003,650902,GANANDA CSD,65,WAYNE,
RICHARD MANN ELEMENTARY SCHOOL,650902040002,650902,GANANDA CSD,65,WAYNE,
SODUS INTERMEDIATE SCHOOL,651201060002,651201,SODUS CSD,65,WAYNE,
SODUS JR/SR HIGH SCHOOL,651201060003,651201,SODUS CSD,65,WAYNE,
SODUS INTERMEDIATE SCHOOL,651201060004,651201,SODUS CSD,65,WAYNE,
SODUS CENTRAL SCHOOL DISTRICT,651201060000,651201,SODUS CSD,65,WAYNE,3627120
SODUS ELEMENTARY SCHOOL,651201060001,651201,SODUS CSD,65,WAYNE,
WILLIAMSON SENIOR HIGH SCHOOL,651402040002,651402,WILLIAMSON CSD,65,WAYNE,
WILLIAMSON ELEMENTARY SCHOOL,651402040003,651402,WILLIAMSON CSD,65,WAYNE,
WILLIAMSON CENTRAL SCHOOL DISTRICT,651402040000,651402,WILLIAMSON CSD,65,WAYNE,3631440
WILLIAMSON MIDDLE SCHOOL,651402040001,651402,WILLIAMSON CSD,65,WAYNE,
NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,651501060000,651501,NORTH ROSE-WOLCOTT CSD,65,WAYNE,3616980
NORTH ROSE-WOLCOTT ELEMENTARY SCHOOL,651501060002,651501,NORTH ROSE-WOLCOTT CSD,65,WAYNE,
FLORENTINE HENDRICK ELEMENTARY SCHOOL,651501060001,651501,NORTH ROSE-WOLCOTT CSD,65,WAYNE,
NORTH ROSE-WOLCOTT MIDDLE SCHOOL,651501060004,651501,NORTH ROSE-WOLCOTT CSD,65,WAYNE,
NORTH ROSE-WOLCOTT HIGH SCHOOL,651501060005,651501,NORTH ROSE-WOLCOTT CSD,65,WAYNE,
RED CREEK MIDDLE SCHOOL,651503040004,651503,RED CREEK CSD,65,WAYNE,
MARGARET W CUYLER ELEMENTARY SCHOOL,651503040002,651503,RED CREEK CSD,65,WAYNE,
RED CREEK CENTRAL SCHOOL DISTRICT,651503040000,651503,RED CREEK CSD,65,WAYNE,3624210
RED CREEK HIGH SCHOOL,651503040003,651503,RED CREEK CSD,65,WAYNE,
KATONAH ELEMENTARY SCHOOL,660101030002,660101,KATONAH-LEWISBORO UFSD,66,WESTCHESTER,
LEWISBORO ELEMENTARY SCHOOL,660101030003,660101,KATONAH-LEWISBORO UFSD,66,WESTCHESTER,
KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,660101030000,660101,KATONAH-LEWISBORO UFSD,66,WESTCHESTER,3616080
JOHN JAY HIGH SCHOOL,660101030004,660101,KATONAH-LEWISBORO UFSD,66,WESTCHESTER,
MEADOW POND ELEMENTARY SCHOOL,660101030006,660101,KATONAH-LEWISBORO UFSD,66,WESTCHESTER,
INCREASE MILLER ELEMENTARY SCHOOL,660101030001,660101,KATONAH-LEWISBORO UFSD,66,WESTCHESTER,
JOHN JAY MIDDLE SCHOOL,660101030005,660101,KATONAH-LEWISBORO UFSD,66,WESTCHESTER,
BEDFORD HILLS ELEMENTARY SCHOOL,660102060002,660102,BEDFORD CSD,66,WESTCHESTER,
FOX LANE MIDDLE SCHOOL,660102060005,660102,BEDFORD CSD,66,WESTCHESTER,
WEST PATENT ELEMENTARY SCHOOL,660102060007,660102,BEDFORD CSD,66,WESTCHESTER,
POUND RIDGE ELEMENTARY SCHOOL,660102060004,660102,BEDFORD CSD,66,WESTCHESTER,
BEDFORD VILLAGE ELEMENTARY SCHOOL,660102060001,660102,BEDFORD CSD,66,WESTCHESTER,
